"id","book_title","book_author","book_publisher","book_publishDate","book_description","book_totalPages","book_category","book_thumbnail","book_image","book_language","book_preview","book_info","book_subtitle","book_averageRating","book_ratingCount"
"MRgEAAAAMBAJ","Network World","","","4/10/95","For more than 20 years, Network World has been the premier provider of information, intelligence and insight for network and IT executives responsible for the digital nervous systems of large organizations. Readers are responsible for designing, implementing and managing the voice, data and video systems their companies use to support everything from business critical applications to employee collaboration and electronic commerce.",86,"","http://books.google.com/books/content?id=MRgEAAAAMBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books/content?id=MRgEAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","en","http://books.google.com/books?id=MRgEAAAAMBAJ&printsec=frontcover&dq=search+terms&hl=&cd=739&source=gbs_api","http://books.google.com/books?id=MRgEAAAAMBAJ&dq=search+terms&hl=&source=gbs_api","",NA,0
"vUgEAAAAMBAJ","LIFE","","","5/18/59","LIFE Magazine is the treasured photographic magazine that chronicled the 20th Century. It now lives on at LIFE.com, the largest, most amazing collection of professional photography on the internet. Users can browse, search and view photos of today’s people and events. They have free access to share, print and post images for personal use.",168,"","http://books.google.com/books/content?id=vUgEAAAAMBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books/content?id=vUgEAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","en","http://books.google.com/books?id=vUgEAAAAMBAJ&printsec=frontcover&dq=search+terms&hl=&cd=740&source=gbs_api","http://books.google.com/books?id=vUgEAAAAMBAJ&dq=search+terms&hl=&source=gbs_api","",NA,0
"a4ddQNrt8e8C","World Dictionary of Foreign Expressions","Gabriel Adeleye, Kofi Acquah-Dadzie","Bolchazy-Carducci Publishers","1999","Provides definitions of foreign words and phrases commonly used in the English language, as well as each word's language of origin, literal translation, and examples of proper usage.",440,"English language","http://books.google.com/books/content?id=a4ddQNrt8e8C&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books/content?id=a4ddQNrt8e8C&printsec=frontcover&img=1&zoom=1&source=gbs_api","en","http://books.google.com/books?id=a4ddQNrt8e8C&pg=PR1&dq=search+terms&hl=&cd=741&source=gbs_api","http://books.google.com/books?id=a4ddQNrt8e8C&dq=search+terms&hl=&source=gbs_api","A Resource for Readers and Writers",NA,0
"#NAME?","LIFE","","","9/18/64","LIFE Magazine is the treasured photographic magazine that chronicled the 20th Century. It now lives on at LIFE.com, the largest, most amazing collection of professional photography on the internet. Users can browse, search and view photos of today’s people and events. They have free access to share, print and post images for personal use.",166,"","http://books.google.com/books/content?id=-EgEAAAAMBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books/content?id=-EgEAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","en","http://books.google.com/books?id=-EgEAAAAMBAJ&printsec=frontcover&dq=search+terms&hl=&cd=742&source=gbs_api","http://books.google.com/books?id=-EgEAAAAMBAJ&dq=search+terms&hl=&source=gbs_api","",NA,0
"ys2MeNoI4NIC","Ebony","","","1966-08","EBONY is the flagship magazine of Johnson Publishing. Founded in 1945 by John H. Johnson, it still maintains the highest global circulation of any African American-focused magazine.",152,"","http://books.google.com/books/content?id=ys2MeNoI4NIC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books/content?id=ys2MeNoI4NIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","en","http://books.google.com/books?id=ys2MeNoI4NIC&printsec=frontcover&dq=search+terms&hl=&cd=743&source=gbs_api","http://books.google.com/books?id=ys2MeNoI4NIC&dq=search+terms&hl=&source=gbs_api","",NA,0
"FPSbviStERUC","The Awakening","Kate Chopin","ReadHowYouWant.com","2006","The central character of the novel is the personification of the urge of freedom and self-acknowledgement in women. To ensure independence and free will for herself, Edna Pontellier experiments with her life. With comparisons of life-styles, approaches to feminism and its manifestations, the novel is an in-depth study of human psychology.",322,"Fiction","http://books.google.com/books/content?id=FPSbviStERUC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books/content?id=FPSbviStERUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","en","http://books.google.com/books?id=FPSbviStERUC&printsec=frontcover&dq=search+terms&hl=&cd=744&source=gbs_api","http://books.google.com/books?id=FPSbviStERUC&dq=search+terms&hl=&source=gbs_api","",5,2
"wFUEAAAAMBAJ","LIFE","","","9/11/70","LIFE Magazine is the treasured photographic magazine that chronicled the 20th Century. It now lives on at LIFE.com, the largest, most amazing collection of professional photography on the internet. Users can browse, search and view photos of today’s people and events. They have free access to share, print and post images for personal use.",94,"","http://books.google.com/books/content?id=wFUEAAAAMBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books/content?id=wFUEAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","en","http://books.google.com/books?id=wFUEAAAAMBAJ&printsec=frontcover&dq=search+terms&hl=&cd=745&source=gbs_api","http://books.google.com/books?id=wFUEAAAAMBAJ&dq=search+terms&hl=&source=gbs_api","",NA,0
"02uazgEACAAJ","Funster Healthy Brain Activity Book - Large Print Easy Puzzles for Adults","Charles Timmerman","","8/20/21","From best-selling author Charles Timmerman, a variety of favorite puzzles to gently engage your brain. Satisfying solvable classics include Word Search, Sudoku, Crosswords, Mazes, Word Scrambles, Spot the Differences, and more. Each large print puzzle exercises a different part of your brain. All are easy, fun, and relaxing!",NA,"","http://books.google.com/books/content?id=02uazgEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books/content?id=02uazgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api","en","http://books.google.com/books?id=02uazgEACAAJ&dq=search+terms&hl=&cd=746&source=gbs_api","http://books.google.com/books?id=02uazgEACAAJ&dq=search+terms&hl=&source=gbs_api","100+ Puzzles: Word Search, Sudoku, Crosswords, and Much More",NA,0
"rkgEAAAAMBAJ","LIFE","","","11/6/64","LIFE Magazine is the treasured photographic magazine that chronicled the 20th Century. It now lives on at LIFE.com, the largest, most amazing collection of professional photography on the internet. Users can browse, search and view photos of today’s people and events. They have free access to share, print and post images for personal use.",140,"","http://books.google.com/books/content?id=rkgEAAAAMBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books/content?id=rkgEAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","en","http://books.google.com/books?id=rkgEAAAAMBAJ&printsec=frontcover&dq=search+terms&hl=&cd=747&source=gbs_api","http://books.google.com/books?id=rkgEAAAAMBAJ&dq=search+terms&hl=&source=gbs_api","",NA,0
"400EAAAAMBAJ","LIFE","","","7/6/42","LIFE Magazine is the treasured photographic magazine that chronicled the 20th Century. It now lives on at LIFE.com, the largest, most amazing collection of professional photography on the internet. Users can browse, search and view photos of today’s people and events. They have free access to share, print and post images for personal use.",92,"","http://books.google.com/books/content?id=400EAAAAMBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books/content?id=400EAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","en","http://books.google.com/books?id=400EAAAAMBAJ&printsec=frontcover&dq=search+terms&hl=&cd=748&source=gbs_api","http://books.google.com/books?id=400EAAAAMBAJ&dq=search+terms&hl=&source=gbs_api","",NA,0
"9MQDAAAAMBAJ","Ebony Jr.","","","1985-10","Created by the publishers of EBONY. During its years of publishing it was the largest ever children-focused publication for African Americans.",44,"","http://books.google.com/books/content?id=9MQDAAAAMBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books/content?id=9MQDAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","en","http://books.google.com/books?id=9MQDAAAAMBAJ&printsec=frontcover&dq=search+terms&hl=&cd=749&source=gbs_api","http://books.google.com/books?id=9MQDAAAAMBAJ&dq=search+terms&hl=&source=gbs_api","",5,1
"K3bfmTebrYQC","Ebony","","","1979-08","EBONY is the flagship magazine of Johnson Publishing. Founded in 1945 by John H. Johnson, it still maintains the highest global circulation of any African American-focused magazine.",160,"","http://books.google.com/books/content?id=K3bfmTebrYQC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books/content?id=K3bfmTebrYQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","en","http://books.google.com/books?id=K3bfmTebrYQC&printsec=frontcover&dq=search+terms&hl=&cd=750&source=gbs_api","http://books.google.com/books?id=K3bfmTebrYQC&dq=search+terms&hl=&source=gbs_api","",NA,0
"W2UEAAAAMBAJ","Black Enterprise","","","2000-12","BLACK ENTERPRISE is the ultimate source for wealth creation for African American professionals, entrepreneurs and corporate executives. Every month, BLACK ENTERPRISE delivers timely, useful information on careers, small business and personal finance.",184,"","http://books.google.com/books/content?id=W2UEAAAAMBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books/content?id=W2UEAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","en","http://books.google.com/books?id=W2UEAAAAMBAJ&printsec=frontcover&dq=search+terms&hl=&cd=751&source=gbs_api","http://books.google.com/books?id=W2UEAAAAMBAJ&dq=search+terms&hl=&source=gbs_api","",3,1
"NkEEAAAAMBAJ","LIFE","","","12/7/36","LIFE Magazine is the treasured photographic magazine that chronicled the 20th Century. It now lives on at LIFE.com, the largest, most amazing collection of professional photography on the internet. Users can browse, search and view photos of today’s people and events. They have free access to share, print and post images for personal use.",72,"","http://books.google.com/books/content?id=NkEEAAAAMBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books/content?id=NkEEAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","en","http://books.google.com/books?id=NkEEAAAAMBAJ&printsec=frontcover&dq=search+terms&hl=&cd=752&source=gbs_api","http://books.google.com/books?id=NkEEAAAAMBAJ&dq=search+terms&hl=&source=gbs_api","",4,2
"nplte-HhSdMC","Ebony","","","1996-09","EBONY is the flagship magazine of Johnson Publishing. Founded in 1945 by John H. Johnson, it still maintains the highest global circulation of any African American-focused magazine.",136,"","http://books.google.com/books/content?id=nplte-HhSdMC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books/content?id=nplte-HhSdMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","en","http://books.google.com/books?id=nplte-HhSdMC&printsec=frontcover&dq=search+terms&hl=&cd=753&source=gbs_api","http://books.google.com/books?id=nplte-HhSdMC&dq=search+terms&hl=&source=gbs_api","",NA,0
"I0kEAAAAMBAJ","LIFE","","","2/17/41","LIFE Magazine is the treasured photographic magazine that chronicled the 20th Century. It now lives on at LIFE.com, the largest, most amazing collection of professional photography on the internet. Users can browse, search and view photos of today’s people and events. They have free access to share, print and post images for personal use.",92,"","http://books.google.com/books/content?id=I0kEAAAAMBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books/content?id=I0kEAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","en","http://books.google.com/books?id=I0kEAAAAMBAJ&printsec=frontcover&dq=search+terms&hl=&cd=754&source=gbs_api","http://books.google.com/books?id=I0kEAAAAMBAJ&dq=search+terms&hl=&source=gbs_api","",5,3
"Mz8uGcoeLZQC","Ebony","","","1962-11","EBONY is the flagship magazine of Johnson Publishing. Founded in 1945 by John H. Johnson, it still maintains the highest global circulation of any African American-focused magazine.",160,"","http://books.google.com/books/content?id=Mz8uGcoeLZQC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books/content?id=Mz8uGcoeLZQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","en","http://books.google.com/books?id=Mz8uGcoeLZQC&printsec=frontcover&dq=search+terms&hl=&cd=755&source=gbs_api","http://books.google.com/books?id=Mz8uGcoeLZQC&dq=search+terms&hl=&source=gbs_api","",NA,0
"llYEAAAAMBAJ","LIFE","","","5/9/55","LIFE Magazine is the treasured photographic magazine that chronicled the 20th Century. It now lives on at LIFE.com, the largest, most amazing collection of professional photography on the internet. Users can browse, search and view photos of today’s people and events. They have free access to share, print and post images for personal use.",160,"","http://books.google.com/books/content?id=llYEAAAAMBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books/content?id=llYEAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","en","http://books.google.com/books?id=llYEAAAAMBAJ&printsec=frontcover&dq=search+terms&hl=&cd=756&source=gbs_api","http://books.google.com/books?id=llYEAAAAMBAJ&dq=search+terms&hl=&source=gbs_api","",NA,0
"K0kEAAAAMBAJ","LIFE","","","2/9/68","LIFE Magazine is the treasured photographic magazine that chronicled the 20th Century. It now lives on at LIFE.com, the largest, most amazing collection of professional photography on the internet. Users can browse, search and view photos of today’s people and events. They have free access to share, print and post images for personal use.",88,"","http://books.google.com/books/content?id=K0kEAAAAMBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books/content?id=K0kEAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","en","http://books.google.com/books?id=K0kEAAAAMBAJ&printsec=frontcover&dq=search+terms&hl=&cd=757&source=gbs_api","http://books.google.com/books?id=K0kEAAAAMBAJ&dq=search+terms&hl=&source=gbs_api","",5,1
"-1YEAAAAMBAJ","LIFE","","","3/12/56","LIFE Magazine is the treasured photographic magazine that chronicled the 20th Century. It now lives on at LIFE.com, the largest, most amazing collection of professional photography on the internet. Users can browse, search and view photos of today’s people and events. They have free access to share, print and post images for personal use.",140,"","http://books.google.com/books/content?id=-1YEAAAAMBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books/content?id=-1YEAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","en","http://books.google.com/books?id=-1YEAAAAMBAJ&printsec=frontcover&dq=search+terms&hl=&cd=758&source=gbs_api","http://books.google.com/books?id=-1YEAAAAMBAJ&dq=search+terms&hl=&source=gbs_api","",NA,0
"K1MEAAAAMBAJ","LIFE","","","3/19/45","LIFE Magazine is the treasured photographic magazine that chronicled the 20th Century. It now lives on at LIFE.com, the largest, most amazing collection of professional photography on the internet. Users can browse, search and view photos of today’s people and events. They have free access to share, print and post images for personal use.",108,"","http://books.google.com/books/content?id=K1MEAAAAMBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books/content?id=K1MEAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","en","http://books.google.com/books?id=K1MEAAAAMBAJ&printsec=frontcover&dq=search+terms&hl=&cd=759&source=gbs_api","http://books.google.com/books?id=K1MEAAAAMBAJ&dq=search+terms&hl=&source=gbs_api","",NA,0
"7MsDAAAAMBAJ","Ebony","","","1994-03","EBONY is the flagship magazine of Johnson Publishing. Founded in 1945 by John H. Johnson, it still maintains the highest global circulation of any African American-focused magazine.",128,"","http://books.google.com/books/content?id=7MsDAAAAMBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books/content?id=7MsDAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","en","http://books.google.com/books?id=7MsDAAAAMBAJ&printsec=frontcover&dq=search+terms&hl=&cd=760&source=gbs_api","http://books.google.com/books?id=7MsDAAAAMBAJ&dq=search+terms&hl=&source=gbs_api","",NA,0
"jFAEAAAAMBAJ","LIFE","","","8/30/43","LIFE Magazine is the treasured photographic magazine that chronicled the 20th Century. It now lives on at LIFE.com, the largest, most amazing collection of professional photography on the internet. Users can browse, search and view photos of today’s people and events. They have free access to share, print and post images for personal use.",132,"","http://books.google.com/books/content?id=jFAEAAAAMBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books/content?id=jFAEAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","en","http://books.google.com/books?id=jFAEAAAAMBAJ&printsec=frontcover&dq=search+terms&hl=&cd=761&source=gbs_api","http://books.google.com/books?id=jFAEAAAAMBAJ&dq=search+terms&hl=&source=gbs_api","",NA,0
"9kEEAAAAMBAJ","LIFE","","","11/6/39","LIFE Magazine is the treasured photographic magazine that chronicled the 20th Century. It now lives on at LIFE.com, the largest, most amazing collection of professional photography on the internet. Users can browse, search and view photos of today’s people and events. They have free access to share, print and post images for personal use.",108,"","http://books.google.com/books/content?id=9kEEAAAAMBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books/content?id=9kEEAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","en","http://books.google.com/books?id=9kEEAAAAMBAJ&printsec=frontcover&dq=search+terms&hl=&cd=762&source=gbs_api","http://books.google.com/books?id=9kEEAAAAMBAJ&dq=search+terms&hl=&source=gbs_api","",NA,0
"Q77ovwEACAAJ","Bob Ross Quote Cards","Editors of Thunder Bay Press","Thunder Bay Press","9/17/19","When you’re in a happy little mood, personalize any of these 20 postcards with the included stickers and send it to a friend. Use these happy little postcards whenever you want to send a fun message to a friend! Each postcard has a full-color scene from a painting by iconic artist Bob Ross, along with one of his memorable quotes. On the back is the same scene in grayscale and without the quote—so you can add any of the included puffy stickers or create your own speech bubbles to personalize your postcard before mailing it to a friend or family member. Cards also feature information about Bob Ross that any fan of his show will appreciate with a hefty dose of nostalgia.",0,"Games & Activities","http://books.google.com/books/content?id=Q77ovwEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books/content?id=Q77ovwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api","en","http://books.google.com/books?id=Q77ovwEACAAJ&dq=search+terms&hl=&cd=763&source=gbs_api","http://books.google.com/books?id=Q77ovwEACAAJ&dq=search+terms&hl=&source=gbs_api","",NA,0
"2LaqX2JB6_UC","Computerworld","","","6/7/82","For more than 40 years, Computerworld has been the leading source of technology news and information for IT influencers worldwide. Computerworld's award-winning Web site (Computerworld.com), twice-monthly publication, focused conference series and custom research form the hub of the world's largest global IT media network.",246,"","http://books.google.com/books/content?id=2LaqX2JB6_UC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books/content?id=2LaqX2JB6_UC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","en","http://books.google.com/books?id=2LaqX2JB6_UC&printsec=frontcover&dq=search+terms&hl=&cd=764&source=gbs_api","http://books.google.com/books?id=2LaqX2JB6_UC&dq=search+terms&hl=&source=gbs_api","",NA,0
"QFYEAAAAMBAJ","LIFE","","","10/21/57","LIFE Magazine is the treasured photographic magazine that chronicled the 20th Century. It now lives on at LIFE.com, the largest, most amazing collection of professional photography on the internet. Users can browse, search and view photos of today’s people and events. They have free access to share, print and post images for personal use.",144,"","http://books.google.com/books/content?id=QFYEAAAAMBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books/content?id=QFYEAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","en","http://books.google.com/books?id=QFYEAAAAMBAJ&printsec=frontcover&dq=search+terms&hl=&cd=765&source=gbs_api","http://books.google.com/books?id=QFYEAAAAMBAJ&dq=search+terms&hl=&source=gbs_api","",NA,0
"dT1CjwEACAAJ","Shearwater, Part One","D. S. Murphy","Createspace Independent Publishing Platform","1/19/16","After her parents die in a car accident, Clara is shipped off the live with a grandfather she never knew existed . . . in Ireland. Once there, she discovers that her mother's past is filled with secrets, and Clara is determined to discover the truth.",260,"Grandfathers","http://books.google.com/books/content?id=dT1CjwEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books/content?id=dT1CjwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api","en","http://books.google.com/books?id=dT1CjwEACAAJ&dq=search+terms&hl=&cd=766&source=gbs_api","http://books.google.com/books?id=dT1CjwEACAAJ&dq=search+terms&hl=&source=gbs_api","An Ocean Depths Mermaid Romance",NA,0
"mE0EAAAAMBAJ","LIFE","","","10/21/46","LIFE Magazine is the treasured photographic magazine that chronicled the 20th Century. It now lives on at LIFE.com, the largest, most amazing collection of professional photography on the internet. Users can browse, search and view photos of today’s people and events. They have free access to share, print and post images for personal use.",144,"","http://books.google.com/books/content?id=mE0EAAAAMBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books/content?id=mE0EAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","en","http://books.google.com/books?id=mE0EAAAAMBAJ&printsec=frontcover&dq=search+terms&hl=&cd=767&source=gbs_api","http://books.google.com/books?id=mE0EAAAAMBAJ&dq=search+terms&hl=&source=gbs_api","",NA,0
"N1IEAAAAMBAJ","LIFE","","","9/13/63","LIFE Magazine is the treasured photographic magazine that chronicled the 20th Century. It now lives on at LIFE.com, the largest, most amazing collection of professional photography on the internet. Users can browse, search and view photos of today’s people and events. They have free access to share, print and post images for personal use.",138,"","http://books.google.com/books/content?id=N1IEAAAAMBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books/content?id=N1IEAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","en","http://books.google.com/books?id=N1IEAAAAMBAJ&printsec=frontcover&dq=search+terms&hl=&cd=768&source=gbs_api","http://books.google.com/books?id=N1IEAAAAMBAJ&dq=search+terms&hl=&source=gbs_api","",5,2
"JE4EAAAAMBAJ","LIFE","","","8/17/62","LIFE Magazine is the treasured photographic magazine that chronicled the 20th Century. It now lives on at LIFE.com, the largest, most amazing collection of professional photography on the internet. Users can browse, search and view photos of today’s people and events. They have free access to share, print and post images for personal use.",94,"","http://books.google.com/books/content?id=JE4EAAAAMBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books/content?id=JE4EAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","en","http://books.google.com/books?id=JE4EAAAAMBAJ&printsec=frontcover&dq=search+terms&hl=&cd=769&source=gbs_api","http://books.google.com/books?id=JE4EAAAAMBAJ&dq=search+terms&hl=&source=gbs_api","",5,1
"70gEAAAAMBAJ","LIFE","","","6/25/56","LIFE Magazine is the treasured photographic magazine that chronicled the 20th Century. It now lives on at LIFE.com, the largest, most amazing collection of professional photography on the internet. Users can browse, search and view photos of today’s people and events. They have free access to share, print and post images for personal use.",130,"","http://books.google.com/books/content?id=70gEAAAAMBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books/content?id=70gEAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","en","http://books.google.com/books?id=70gEAAAAMBAJ&printsec=frontcover&dq=search+terms&hl=&cd=770&source=gbs_api","http://books.google.com/books?id=70gEAAAAMBAJ&dq=search+terms&hl=&source=gbs_api","",NA,0
"wXlrnZ1uqK0C","Security Analysis: The Classic 1934 Edition","Benjamin Graham, David Dodd, David Le Fevre Dodd","McGraw Hill Professional","1934","Explains financial analysis techniques, shows how to interpret financial statements, and discusses the analysis of fixed-income securities and the valuation of stocks",762,"Business & Economics","http://books.google.com/books/content?id=wXlrnZ1uqK0C&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books/content?id=wXlrnZ1uqK0C&printsec=frontcover&img=1&zoom=1&source=gbs_api","en","http://books.google.com/books?id=wXlrnZ1uqK0C&q=search+terms&dq=search+terms&hl=&cd=771&source=gbs_api","http://books.google.com/books?id=wXlrnZ1uqK0C&dq=search+terms&hl=&source=gbs_api","",5,2
"BEkEAAAAMBAJ","LIFE","","","1/7/46","LIFE Magazine is the treasured photographic magazine that chronicled the 20th Century. It now lives on at LIFE.com, the largest, most amazing collection of professional photography on the internet. Users can browse, search and view photos of today’s people and events. They have free access to share, print and post images for personal use.",100,"","http://books.google.com/books/content?id=BEkEAAAAMBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books/content?id=BEkEAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","en","http://books.google.com/books?id=BEkEAAAAMBAJ&printsec=frontcover&dq=search+terms&hl=&cd=772&source=gbs_api","http://books.google.com/books?id=BEkEAAAAMBAJ&dq=search+terms&hl=&source=gbs_api","",NA,0
"UNMDAAAAMBAJ","Popular Mechanics","","","2005-10","Popular Mechanics inspires, instructs and influences readers to help them master the modern world. Whether it’s practical DIY home-improvement tips, gadgets and digital technology, information on the newest cars or the latest breakthroughs in science -- PM is the ultimate guide to our high-tech lifestyle.",148,"","http://books.google.com/books/content?id=UNMDAAAAMBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books/content?id=UNMDAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","en","http://books.google.com/books?id=UNMDAAAAMBAJ&printsec=frontcover&dq=search+terms&hl=&cd=773&source=gbs_api","http://books.google.com/books?id=UNMDAAAAMBAJ&dq=search+terms&hl=&source=gbs_api","",NA,0
"C-MDAAAAMBAJ","Popular Mechanics","","","1963-07","Popular Mechanics inspires, instructs and influences readers to help them master the modern world. Whether it’s practical DIY home-improvement tips, gadgets and digital technology, information on the newest cars or the latest breakthroughs in science -- PM is the ultimate guide to our high-tech lifestyle.",200,"","http://books.google.com/books/content?id=C-MDAAAAMBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books/content?id=C-MDAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","en","http://books.google.com/books?id=C-MDAAAAMBAJ&printsec=frontcover&dq=search+terms&hl=&cd=774&source=gbs_api","http://books.google.com/books?id=C-MDAAAAMBAJ&dq=search+terms&hl=&source=gbs_api","",NA,0
"5VUEAAAAMBAJ","LIFE","","","1/27/58","LIFE Magazine is the treasured photographic magazine that chronicled the 20th Century. It now lives on at LIFE.com, the largest, most amazing collection of professional photography on the internet. Users can browse, search and view photos of today’s people and events. They have free access to share, print and post images for personal use.",120,"","http://books.google.com/books/content?id=5VUEAAAAMBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books/content?id=5VUEAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","en","http://books.google.com/books?id=5VUEAAAAMBAJ&printsec=frontcover&dq=search+terms&hl=&cd=775&source=gbs_api","http://books.google.com/books?id=5VUEAAAAMBAJ&dq=search+terms&hl=&source=gbs_api","",5,1
"wUUEAAAAMBAJ","LIFE","","","3/3/61","LIFE Magazine is the treasured photographic magazine that chronicled the 20th Century. It now lives on at LIFE.com, the largest, most amazing collection of professional photography on the internet. Users can browse, search and view photos of today’s people and events. They have free access to share, print and post images for personal use.",128,"","http://books.google.com/books/content?id=wUUEAAAAMBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books/content?id=wUUEAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","en","http://books.google.com/books?id=wUUEAAAAMBAJ&printsec=frontcover&dq=search+terms&hl=&cd=776&source=gbs_api","http://books.google.com/books?id=wUUEAAAAMBAJ&dq=search+terms&hl=&source=gbs_api","",NA,0
